DO,pH,Conductivity,Turbidity,Ammonia-N,Hardness,Sulphate,TDS,Date,WQI
6.0,8.63,899.0,8.0,0.4,254.0,54.0,558.0,2024-03-01,119.2787619047619
5.9,8.64,1056.0,10.0,0.4,295.0,64.0,658.0,2024-03-01,134.11114285714288
6.1,8.12,494.0,6.0,0.4,105.0,28.0,292.0,2024-03-01,83.026
6.1,8.45,497.0,8.0,0.4,134.0,22.0,314.0,2024-03-01,88.56723809523808
6.1,8.57,504.0,8.0,0.4,138.0,20.0,318.0,2024-03-01,89.2144761904762
6.1,8.34,499.0,6.0,0.4,132.0,36.0,314.0,2024-03-01,85.89438095238096
5.9,8.39,489.0,6.0,0.4,136.0,36.0,306.0,2024-03-01,84.82228571428571
6.0,8.16,548.0,8.0,0.4,154.0,32.0,346.0,2024-03-01,92.23085714285716
5.9,8.3,489.0,6.0,0.4,138.0,30.0,310.0,2024-03-01,84.63952380952382
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
5.4,7.91,822.0,8.0,0.4,220.0,64.0,486.0,2024-03-01,109.79133333333336
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
6.8,7.71,583.0,3.6,0.4,220.0,45.0,355.63,2024-03-01,91.22928761904762
7.2,7.52,592.0,3.4,0.4,220.0,49.0,361.12,2024-03-01,92.50756952380954
6.1,7.46,786.0,3.6,0.4,240.0,56.0,479.46,2024-03-01,102.7802704761905
6.7,7.41,929.0,3.5,0.4,325.0,78.0,566.69,2024-03-01,117.12873904761906
6.4,7.48,1301.0,3.5,0.4,495.0,91.0,793.61,2024-03-01,145.99756571428574
5.5,7.33,1836.0,5.4,0.4,520.0,102.0,1083.0,2024-03-01,179.3592380952381
7.1,7.42,1209.0,3.2,0.4,370.0,95.0,737.49,2024-03-01,137.67952000000002
5.8,8.34,619.0,7.0,0.4,168.0,36.0,380.0,2024-03-01,95.01238095238097
6.0,8.46,956.0,8.0,0.4,276.0,52.0,604.0,2024-03-01,123.75295238095237
5.8,8.2,539.0,5.0,0.4,175.0,32.0,330.0,2024-03-01,86.55904761904762
6.1,8.15,2173.0,14.0,0.4,395.0,202.0,1296.0,2024-03-01,218.3984761904762
6.0,7.64,1253.0,17.0,0.4,280.0,102.0,742.0,2024-03-01,156.0217142857143
5.2,8.38,2066.0,21.0,0.4,410.0,160.0,1240.0,2024-03-01,219.55523809523808
6.8,7.74,1026.0,3.2,0.4,330.0,69.0,625.86,2024-03-01,123.2408038095238
6.5,7.58,1030.0,3.1,0.4,320.49,71.0,628.3,2024-03-01,122.01282857142857
6.7,7.57,1220.0,3.4,0.4,350.0,77.0,744.2,2024-03-01,136.22398095238094
6.5,7.37,1386.0,3.4,0.4,380.0,79.0,818.0,2024-03-01,145.51876190476193
5.8,7.81,779.0,8.0,0.4,214.0,46.0,500.0,2024-03-01,108.90619047619047
4.6,7.66,1180.0,10.0,0.4,326.0,48.0,732.0,2024-03-01,136.8064761904762
6.8,7.61,1221.0,3.6,0.4,339.92,63.0,720.0,2024-03-01,134.72590476190476
6.7,7.59,1214.0,3.5,0.4,395.0,81.0,740.54,2024-03-01,137.73972952380956
6.4,7.34,1384.0,3.4,0.4,360.0,72.0,802.0,2024-03-01,143.3369523809524
0.3,7.32,1496.0,16.0,0.4,320.0,120.0,898.0,2024-03-01,155.5901904761905
0.3,7.05,1626.0,15.0,0.4,285.0,152.0,976.0,2024-03-01,162.07657142857144
0.3,7.38,1650.0,21.0,0.4,265.0,132.0,990.0,2024-03-01,172.00047619047623
0.3,7.29,1110.0,25.0,0.4,240.0,74.0,666.0,2024-03-01,140.9737142857143
0.3,7.45,1687.0,22.0,0.4,410.0,162.0,1046.0,2024-03-01,183.96514285714284
0.3,7.48,1702.0,27.0,0.4,415.0,156.0,1072.0,2024-03-01,193.6269523809524
1.0,7.39,1729.0,20.0,0.4,380.0,146.0,1054.0,2024-03-01,182.6381904761905
6.2,7.19,1942.0,4.8,0.4,609.84,95.0,1111.0,2024-03-01,187.68457142857147
5.9,7.28,2066.0,6.8,0.4,635.0,96.0,1194.0,2024-03-01,199.18200000000002
6.2,8.1,1845.0,6.0,0.4,530.0,98.0,1025.0,2024-03-01,181.1619047619048
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
6.1,7.95,622.0,4.0,0.4,145.0,46.0,386.0,2024-03-01,90.57085714285715
0.3,7.42,5350.0,16.0,0.4,600.0,862.0,3318.0,2024-03-01,446.80733333333336
0.3,7.74,710.0,3.0,0.4,180.0,86.0,440.0,2024-03-01,80.89952380952381
5.1,7.31,771.0,5.0,0.4,190.0,86.0,486.0,2024-03-01,101.59847619047619
0.3,7.4,1466.0,12.0,0.4,325.0,133.0,908.0,2024-03-01,149.61257142857144
0.3,7.86,2212.0,14.0,0.4,490.0,228.0,1394.0,2024-03-01,211.98009523809526
0.3,8.12,2005.0,16.0,0.4,400.0,186.0,1264.0,2024-03-01,197.3486666666667
5.5,7.12,1985.0,11.5,0.4,510.0,94.0,1102.0,2024-03-01,193.9345714285714
4.6,6.79,5862.0,56.0,0.4,1925.35,209.0,3296.0,2024-03-01,549.5396666666667
6.1,7.89,1952.0,12.0,0.4,540.0,107.0,1190.72,2024-03-01,202.45313142857145
6.5,6.87,1483.0,5.2,0.4,430.0,75.0,920.0,2024-03-01,157.20904761904762
5.6,7.52,386.0,5.8,0.4,95.0,40.0,230.0,2024-03-01,74.03714285714284
5.8,8.52,432.0,5.0,0.4,118.0,29.0,268.0,2024-03-01,78.4692380952381
5.9,8.32,523.0,8.0,0.4,165.0,32.0,302.0,2024-03-01,89.62028571428571
5.4,8.52,693.0,8.0,0.4,200.0,41.0,430.0,2024-03-01,101.94523809523808
5.4,7.77,663.0,10.0,0.4,150.0,62.0,398.0,2024-03-01,100.81400000000001
0.3,8.16,1401.0,12.0,0.4,336.0,55.0,882.0,2024-03-01,143.85885714285715
0.3,8.21,4520.0,18.0,0.4,930.0,58.0,2712.0,2024-03-01,365.2940952380953
5.2,8.02,876.0,17.0,0.4,205.0,76.0,520.0,2024-03-01,127.32952380952382
2.3,8.68,978.0,14.0,0.4,258.0,52.0,598.0,2024-03-01,123.06066666666666
2.0,7.94,1597.0,15.0,0.4,270.0,152.0,942.0,2024-03-01,165.19314285714287
6.2,8.21,170.0,4.0,0.4,56.0,10.0,110.0,2024-03-01,58.18142857142858
6.2,8.04,262.0,7.0,0.4,80.0,22.0,148.0,2024-03-01,69.00495238095237
0.3,7.46,1776.0,12.0,0.4,310.0,88.0,1056.0,2024-03-01,164.3941904761905
2.2,8.01,836.0,12.0,0.4,190.0,92.0,490.0,2024-03-01,108.3404761904762
3.2,6.78,7020.0,15.0,0.4,1549.59,198.0,4063.0,2024-03-01,542.2979523809523
5.9,8.06,2914.0,11.0,0.4,755.0,123.0,1652.0,2024-03-01,262.728380952381
6.4,8.36,1657.0,8.5,0.4,415.0,89.0,1012.0,2024-03-01,174.96314285714288
5.9,8.09,2137.0,7.2,0.4,650.0,93.0,1193.0,2024-03-01,203.76352380952386
6.5,7.42,2034.0,6.2,0.4,570.0,92.0,1219.0,2024-03-01,197.90866666666668
6.5,7.63,1426.0,9.0,0.4,400.0,65.0,869.86,2024-03-01,158.67661333333334
6.1,8.2,1239.0,4.5,0.4,380.0,49.0,755.79,2024-03-01,138.0636342857143
6.5,7.76,2113.0,4.2,0.4,635.0,90.0,1226.0,2024-03-01,200.27895238095238
5.5,7.29,2225.0,4.3,0.4,740.0,155.0,1418.25,2024-03-01,216.578380952381
6.6,6.87,638.0,3.0,0.4,195.0,26.0,370.0,2024-03-01,89.12238095238095
6.0,7.62,1209.0,4.1,0.4,385.19,61.0,737.49,2024-03-01,135.12347238095236
6.8,6.79,1056.0,2.7,0.4,320.0,56.0,644.16,2024-03-01,121.84301333333335
0.3,7.75,1640.0,20.0,0.4,280.0,144.0,1080.0,2024-03-01,176.06857142857143
0.3,7.71,1853.0,13.0,0.4,335.0,155.0,1148.0,2024-03-01,177.55304761904762
2.8,8.24,1590.0,12.0,0.4,290.0,121.0,988.0,2024-03-01,164.22257142857143
0.3,7.92,1924.0,23.0,0.4,545.0,142.0,1212.0,2024-03-01,205.6717142857143
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.2,7.76,968.0,8.0,0.4,264.0,28.0,604.0,2024-03-01,116.35295238095237
6.4,8.07,1564.0,5.4,0.4,435.0,75.0,954.04,2024-03-01,163.63201523809525
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
3.3,6.64,5480.0,9.0,0.4,1520.16,265.0,3112.0,2024-03-01,438.1489523809524
6.4,6.72,1615.0,6.1,0.4,450.0,85.0,985.15,2024-03-01,166.82386666666667
6.8,7.18,773.0,3.5,0.4,250.0,42.0,471.53,2024-03-01,102.98296380952382
5.0,6.81,3870.0,12.0,0.4,930.0,159.0,2360.7,2024-03-01,333.3316952380952
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.74,940.0,28.0,0.4,240.0,58.0,580.0,2024-03-01,135.88619047619048
0.3,7.6,1724.0,24.0,0.4,385.0,142.0,1052.0,2024-03-01,187.08885714285714
2.5,7.38,1677.0,14.0,0.4,375.0,162.0,1040.0,2024-03-01,175.5004761904762
0.3,7.56,1853.0,28.0,0.4,420.0,153.0,1148.0,2024-03-01,204.05066666666664
0.3,7.26,1664.0,26.0,0.4,380.0,122.0,1048.0,2024-03-01,186.39590476190477
0.3,7.52,1732.0,36.0,0.4,425.0,148.0,1074.0,2024-03-01,209.11914285714283
2.2,7.39,1471.0,30.0,0.4,350.0,133.0,898.0,2024-03-01,184.30019047619047
2.6,6.78,1053.0,21.0,0.4,245.0,94.0,652.0,2024-03-01,138.88361904761908
1.2,7.43,1364.0,17.0,0.4,330.0,153.0,820.0,2024-03-01,153.75238095238097
0.3,7.5,1886.0,14.0,0.4,425.0,96.0,1150.0,2024-03-01,180.06904761904764
0.3,7.3,1795.0,22.0,0.4,425.0,145.0,1130.0,2024-03-01,191.01142857142855
0.3,8.36,2896.0,18.0,0.4,655.0,330.0,1824.0,2024-03-01,273.20580952380953
4.0,7.22,1504.0,18.0,0.4,345.0,126.0,932.0,2024-03-01,172.14838095238096
0.3,7.16,1522.0,28.0,0.4,375.0,112.0,958.0,2024-03-01,179.71876190476192
2.6,7.34,1098.0,8.0,0.4,270.0,92.0,680.0,2024-03-01,122.54095238095238
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.23,1020.0,16.0,0.4,195.0,119.0,620.0,2024-03-01,122.02142857142857
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.21,918.0,20.0,0.4,170.0,92.0,578.0,2024-03-01,120.79066666666667
0.3,7.52,1660.0,14.0,0.4,315.0,196.0,1030.0,2024-03-01,168.1404761904762
0.3,7.66,1840.0,20.0,0.4,330.0,156.0,1180.0,2024-03-01,189.66047619047623
0.3,8.9,674.0,6.0,0.4,85.0,69.0,404.0,2024-03-01,80.57771428571428
3.9,8.5,1410.0,12.0,0.4,275.0,152.0,874.0,2024-03-01,157.3258095238095
3.6,8.45,978.0,12.0,0.4,215.0,88.0,586.0,2024-03-01,122.9732380952381
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.95,1820.0,25.0,0.4,490.0,120.0,1146.0,2024-03-01,199.35085714285717
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.84,1571.0,18.0,0.4,435.0,102.0,974.0,2024-03-01,168.68866666666668
0.3,7.49,1788.0,22.0,0.4,460.0,152.0,1108.0,2024-03-01,191.53733333333335
0.3,7.41,1443.0,24.0,0.4,335.0,102.0,894.0,2024-03-01,166.17295238095235
0.3,6.98,918.0,20.0,0.4,230.0,88.0,560.0,2024-03-01,121.3652380952381
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.31,1816.0,33.0,0.4,445.0,126.0,1144.0,2024-03-01,209.71580952380955
0.3,7.91,1830.0,17.0,0.4,385.0,167.0,1134.0,2024-03-01,185.09533333333334
0.3,7.39,732.0,22.0,0.4,175.0,66.0,462.0,2024-03-01,111.3721904761905
0.3,7.6,1626.0,30.0,0.4,410.0,148.0,1008.0,2024-03-01,192.44352380952384
0.3,7.52,1604.0,11.0,0.4,285.0,158.0,994.0,2024-03-01,156.84580952380952
5.2,7.54,1062.0,10.0,0.4,250.0,64.0,648.0,2024-03-01,128.6192380952381
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,8.04,1670.0,15.0,0.4,345.0,122.0,1102.0,2024-03-01,171.64695238095237
6.8,8.14,856.0,3.9,0.4,334.92,49.0,522.16,2024-03-01,113.5091085714286
6.5,7.84,973.0,3.3,0.4,300.0,45.0,593.53,2024-03-01,117.18943999999998
6.2,7.79,1424.0,3.2,0.4,470.0,69.0,868.64,2024-03-01,151.20614857142857
6.1,7.37,1293.0,3.9,0.4,430.0,54.0,762.0,2024-03-01,139.81409523809526
5.7,7.64,1353.0,4.2,0.4,449.88,68.0,796.0,2024-03-01,144.5797142857143
0.3,8.24,1614.0,16.0,0.4,300.0,142.0,1004.0,2024-03-01,166.49057142857143
0.3,8.37,3230.0,14.0,0.4,885.0,280.0,2034.0,2024-03-01,293.20152380952385
0.3,7.92,1503.0,12.0,0.4,295.0,108.0,932.0,2024-03-01,150.56504761904762
0.3,7.52,1660.0,14.0,0.4,315.0,196.0,1030.0,2024-03-01,168.1404761904762
0.3,8.02,1480.0,12.0,0.4,645.0,102.0,980.0,2024-03-01,163.6261904761905
0.3,7.99,1580.0,12.0,0.4,340.0,140.0,980.0,2024-03-01,158.6457142857143
0.3,7.75,1649.0,18.0,0.4,320.0,186.0,1022.0,2024-03-01,173.8179047619048
0.3,7.4,731.0,8.0,0.4,185.0,64.0,438.0,2024-03-01,88.03590476190476
4.5,7.12,1591.0,21.0,0.4,360.0,60.0,850.0,2024-03-01,174.37190476190477
0.3,7.6,2290.0,30.0,0.4,540.0,218.0,1420.0,2024-03-01,242.1861904761905
0.3,7.4,1390.0,14.0,0.4,250.0,122.0,848.0,2024-03-01,144.34923809523812
1.0,8.2,1601.0,11.0,0.4,335.0,102.0,992.0,2024-03-01,158.56838095238092
0.3,8.62,1480.0,8.0,0.4,375.0,115.0,902.0,2024-03-01,146.07504761904764
0.3,7.78,1204.0,8.0,0.4,290.0,104.0,802.0,2024-03-01,127.3717142857143
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,8.55,1645.0,10.0,0.4,450.0,264.0,980.0,2024-03-01,168.35904761904763
0.3,8.03,1780.0,16.0,0.4,465.0,254.0,1120.0,2024-03-01,188.36190476190478
0.3,8.08,2092.0,14.0,0.4,330.0,238.0,1318.0,2024-03-01,199.8444761904762
0.3,8.01,1802.0,15.0,0.4,365.0,260.0,1028.0,2024-03-01,180.0144761904762
3.0,8.28,1676.0,10.0,0.4,340.0,120.0,1040.0,2024-03-01,168.6314285714286
0.3,7.9,1684.0,15.0,0.4,350.0,168.0,1044.0,2024-03-01,171.57628571428575
0.3,7.48,1672.0,10.0,0.4,265.0,86.0,998.0,2024-03-01,153.37495238095238
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.66,1840.0,20.0,0.4,330.0,156.0,1180.0,2024-03-01,189.66047619047623
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.24,1807.0,14.0,0.4,270.0,160.0,1080.0,2024-03-01,171.70047619047622
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.64,1959.0,18.0,0.4,340.0,166.0,1186.0,2024-03-01,191.51704761904762
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
3.9,8.5,1410.0,12.0,0.4,275.0,152.0,874.0,2024-03-01,157.3258095238095
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.09,1612.0,29.0,0.4,245.0,124.0,960.0,2024-03-01,180.5714285714286
0.3,7.25,1653.0,22.0,0.4,285.0,92.0,986.0,2024-03-01,171.97085714285717
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
1.0,7.2,773.0,13.0,0.4,195.0,60.0,460.0,2024-03-01,100.2942857142857
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.19,1673.0,19.0,0.4,290.0,98.0,992.0,2024-03-01,168.49790476190475
0.3,7.14,1223.0,11.0,0.4,240.0,94.0,730.0,2024-03-01,126.17666666666669
0.3,7.75,2080.0,23.0,0.4,360.0,220.0,1250.0,2024-03-01,210.16190476190476
0.3,7.07,1646.0,27.0,0.4,280.0,96.0,988.0,2024-03-01,179.584
1.2,7.67,924.0,12.0,0.4,260.0,86.0,560.0,2024-03-01,113.29952380952382
0.3,7.97,2423.0,20.0,0.4,586.0,146.0,1504.0,2024-03-01,233.16628571428572
0.3,7.47,621.0,8.0,0.4,158.0,49.0,386.0,2024-03-01,80.33323809523809
0.3,7.26,1203.0,10.0,0.4,280.0,110.0,653.0,2024-03-01,122.53590476190477
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.56,1375.0,16.0,0.4,354.0,69.0,852.0,2024-03-01,148.3093333333333
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.5,1730.0,8.0,0.4,295.0,160.0,1038.0,2024-03-01,158.7597142857143
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.94,1184.0,10.0,0.4,265.0,88.0,702.0,2024-03-01,123.72314285714288
0.3,7.92,1428.0,16.0,0.4,368.0,105.0,892.0,2024-03-01,154.82838095238094
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2024-03-01,132.91828571428573
0.3,7.81,1958.0,18.0,0.4,416.0,49.0,1216.0,2024-03-01,189.8741904761905
6.9,8.11,468.0,28.0,0.4,251.0,65.0,356.0,2018-04-01,129.39895238095238
5.34,8.12,438.0,5.0,0.4,152.0,10.0,250.0,2018-04-01,76.05666666666666
4.55,7.86,439.0,4.12,0.4,160.0,16.0,274.0,2018-04-01,73.7537619047619
5.04,8.16,437.0,4.3,0.4,172.0,18.0,281.0,2018-04-01,76.67085714285714
4.35,7.9,513.0,7.2,0.4,172.0,48.0,329.0,2018-04-01,85.28461904761903
2.07,7.44,786.0,8.4,0.4,240.0,51.0,520.0,2018-04-01,100.70642857142857
6.03,7.72,1120.0,3.0,0.4,310.0,72.0,540.0,2018-04-01,119.20309523809527
6.2,7.8,391.0,8.06,0.4,155.0,12.0,252.0,2018-04-01,81.61580952380952
5.0,7.92,412.0,6.0,0.4,165.0,38.0,275.0,2018-04-01,78.5457142857143
5.7,8.17,372.0,6.0,0.4,125.0,18.0,248.0,2018-04-01,75.9592380952381
4.9,8.08,380.0,6.9,0.4,128.0,22.0,260.0,2018-04-01,76.13380952380953
5.34,7.67,446.0,7.3,0.4,150.0,32.0,360.0,2018-04-01,85.60952380952381
2.67,5.96,394.0,5.3,0.4,144.0,38.0,220.0,2018-04-01,63.80404761904762
6.0,7.49,340.0,10.0,0.4,126.0,9.0,226.0,2018-04-01,79.60133333333333
7.8,7.27,491.0,26.0,0.4,169.0,18.0,287.0,2018-04-01,119.80028571428574
6.4,7.62,534.0,34.0,0.4,167.0,16.0,308.0,2018-04-01,131.45828571428572
6.8,7.5,1132.0,36.0,0.4,278.0,35.0,563.0,2018-04-01,172.42638095238098
6.5,7.21,1766.0,50.0,0.4,445.0,82.0,864.0,2018-04-01,237.01866666666666
3.8,8.12,485.0,26.0,0.4,168.0,28.0,280.0,2018-04-01,109.73333333333335
6.1,7.5,134.0,3.2,0.4,58.0,6.0,88.0,2018-04-01,53.11304761904761
4.8,7.72,756.0,14.0,0.4,225.0,2.0,395.0,2018-04-01,107.89142857142858
4.3,7.93,672.0,16.0,0.4,230.0,44.0,502.0,2018-04-01,114.60742857142858
4.0,7.08,1676.0,42.0,0.4,393.0,60.0,967.0,2018-04-01,216.04171428571433
6.53,10.78,960.0,5.6,0.4,235.0,51.0,560.0,2018-04-01,121.665
6.4,8.02,952.0,12.0,0.4,325.0,127.0,428.0,2018-04-01,127.39685714285717
6.6,8.13,984.0,10.22,0.4,325.0,110.0,420.0,2018-04-01,125.12104761904762
6.0,8.35,1342.0,30.0,0.4,299.0,60.0,791.0,2018-04-01,181.78942857142857
4.9,7.64,335.0,2.16,0.4,120.0,10.0,201.0,2018-04-01,62.659714285714294
4.6,7.62,1480.0,36.4,0.4,320.0,60.0,726.0,2018-04-01,189.09561904761904
4.6,7.62,1520.0,26.0,0.4,420.0,90.0,736.0,2018-04-01,179.1022857142857
6.2,7.83,1833.0,36.0,0.4,419.0,59.0,1080.0,2018-04-01,225.3276190476191
6.3,7.97,610.0,34.0,0.4,177.0,36.0,364.0,2018-04-01,138.27961904761906
6.8,7.08,2412.0,42.0,0.4,581.0,60.0,926.0,2018-04-01,252.8070476190476
5.2,6.86,4710.0,50.0,0.4,613.0,162.0,920.0,2018-04-01,343.20666666666665
4.6,7.17,8620.0,210.0,0.4,2431.0,170.0,6524.0,2018-04-01,1058.3191428571429
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2018-04-01,132.91828571428573
6.6,7.48,1256.0,30.0,0.4,268.0,68.0,731.0,2018-04-01,175.7422857142857
6.2,7.56,390.0,18.0,0.4,165.0,16.0,253.0,2018-04-01,97.69066666666667
5.6,8.07,338.0,8.0,0.4,138.0,13.0,220.0,2018-04-01,76.42476190476192
5.1,7.11,798.0,8.0,0.4,235.0,15.0,528.0,2018-04-01,106.95019047619047
5.5,7.58,590.0,10.0,0.4,185.0,10.0,382.0,2018-04-01,96.16409523809524
3.0,7.35,1810.0,8.0,0.4,360.0,16.0,756.0,2018-04-01,150.27133333333333
1.0,7.46,1580.0,6.8,0.4,450.0,92.0,960.0,2018-04-01,151.78285714285718
4.6,7.01,1140.0,10.5,0.4,320.0,58.0,640.0,2018-04-01,131.13571428571427
4.6,7.05,1534.0,2.95,0.4,470.0,80.0,765.0,2018-04-01,144.35190476190476
1.8,7.69,1625.0,3.1,0.4,445.0,82.0,925.0,2018-04-01,147.64428571428573
4.6,7.49,2967.0,5.93,0.4,790.0,108.0,1125.0,2018-04-01,226.9246666666667
4.6,7.7,1711.0,10.4,0.4,420.0,120.0,925.0,2018-04-01,171.20666666666665
5.8,7.57,342.0,1.37,0.4,115.0,6.0,208.0,2018-04-01,64.03838095238096
4.9,7.27,524.0,2.37,0.4,135.0,30.0,302.0,2018-04-01,75.06228571428572
4.6,7.84,1460.0,26.0,0.4,520.0,38.0,856.0,2018-04-01,183.94133333333335
4.1,7.2,1140.0,1.38,0.4,360.0,40.0,687.0,2018-04-01,118.11495238095237
4.6,7.49,1773.0,7.26,0.4,460.0,91.0,857.0,2018-04-01,164.53866666666667
4.6,7.24,3800.0,4.38,0.4,1090.0,336.0,1652.0,2018-04-01,298.5144761904762
4.6,7.2,2008.0,8.73,0.4,550.0,141.0,964.0,2018-04-01,184.90428571428572
0.19,6.9,19540.0,61.0,0.4,1215.0,774.0,12425.0,2018-04-01,1443.9145238095239
4.6,7.38,1602.0,5.24,0.4,450.0,59.0,862.0,2018-04-01,153.7404761904762
4.6,7.6,1620.0,16.0,0.4,420.0,72.0,834.0,2018-04-01,170.20819047619048
2.4,7.3,1420.0,4.56,0.4,490.0,110.0,756.0,2018-04-01,139.02209523809526
4.6,7.32,1762.0,10.6,0.4,460.0,88.0,842.0,2018-04-01,168.37885714285713
4.6,7.55,1480.0,20.16,0.4,540.0,102.0,795.0,2018-04-01,175.74695238095237
2.2,7.22,1166.0,2.73,0.4,400.0,69.0,626.0,2018-04-01,115.64504761904763
4.6,7.2,1648.0,7.83,0.4,480.0,95.0,856.0,2018-04-01,161.64695238095243
4.0,7.44,1429.0,3.0,0.4,360.0,63.0,765.0,2018-04-01,135.32809523809524
2.07,7.33,880.0,4.3,0.4,286.0,30.0,356.0,2018-04-01,89.71823809523809
7.02,7.22,1065.0,8.3,0.4,320.0,45.0,640.0,2018-04-01,131.65238095238095
3.6,7.9,855.0,5.2,0.4,240.0,68.0,490.0,2018-04-01,102.35428571428574
5.64,7.26,1692.0,4.8,0.4,370.0,92.0,940.0,2018-04-01,161.52190476190475
3.7,7.18,1188.0,2.0,0.4,480.0,72.0,768.0,2018-04-01,129.03019047619048
2.15,6.99,1396.0,3.0,0.4,405.0,94.0,932.0,2018-04-01,139.34528571428575
5.4,7.87,822.0,6.18,0.4,260.0,44.0,540.0,2018-04-01,109.74180952380954
7.9,7.8,2011.0,28.0,0.4,458.0,59.0,985.0,2018-04-01,219.9704761904762
7.0,7.9,2340.0,30.0,0.4,345.0,60.0,1412.0,2018-04-01,248.5236190476191
7.2,7.32,3050.0,36.0,0.4,928.0,50.0,1020.0,2018-04-01,281.5628571428571
7.9,7.5,3560.0,32.0,0.4,1263.0,58.0,2145.0,2018-04-01,359.99571428571437
6.2,8.0,2938.0,22.0,0.4,467.0,106.0,1732.0,2018-04-01,275.27409523809524
3.26,7.25,1170.0,6.7,0.4,340.0,72.0,760.0,2018-04-01,129.76285714285714
2.0,6.75,1674.0,10.0,0.4,630.0,96.0,980.0,2018-04-01,168.91380952380953
6.8,7.14,480.0,23.0,0.4,140.0,30.0,286.0,2019-04-01,111.18133333333333
7.1,7.49,453.0,12.0,0.4,98.0,16.0,261.0,2019-04-01,90.78133333333334
6.5,7.12,532.0,9.0,0.4,144.0,30.0,309.0,2019-04-01,90.87057142857144
5.2,8.0,580.0,6.0,0.4,195.0,18.0,360.0,2019-04-01,88.91809523809525
5.0,7.92,760.0,4.0,0.4,260.0,36.0,460.0,2019-04-01,98.89238095238096
5.6,7.92,620.0,4.0,0.4,220.0,28.0,372.0,2019-04-01,89.96838095238095
4.0,9.62,1082.0,16.0,0.4,285.0,80.0,702.0,2019-04-01,143.31314285714285
4.8,8.2,782.0,6.0,0.4,208.0,56.0,486.0,2019-04-01,103.21371428571429
4.6,7.52,1110.0,14.0,0.4,265.0,82.0,690.0,2019-04-01,138.30380952380952
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2019-04-01,132.91828571428573
5.6,8.12,442.0,10.0,0.4,150.0,28.0,286.0,2019-04-01,87.488
5.2,8.05,496.0,12.0,0.4,160.0,30.0,320.0,2019-04-01,93.31
