DO,pH,Conductivity,Turbidity,Ammonia-N,Hardness,Sulphate,TDS,Date,WQI
5.5,6.87,1078.0,13.0,0.4,344.0,10.0,638.0,2021-07-01,133.70304761904762
0.3,7.18,940.0,9.2,0.4,241.0,68.0,540.0,2021-07-01,103.5395238095238
0.3,7.58,1472.0,18.2,0.4,397.0,114.0,822.0,2021-07-01,157.33742857142857
0.3,7.32,1380.0,28.6,0.4,300.0,96.0,790.0,2021-07-01,164.83285714285716
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
3.8,7.65,813.0,18.7,0.4,210.0,54.0,520.0,2021-07-01,122.46809523809526
3.0,7.03,1020.0,14.6,0.4,330.0,44.0,612.0,2021-07-01,127.48314285714287
2.5,7.61,876.0,13.0,0.4,195.0,50.0,491.0,2021-07-01,109.60990476190477
1.3,7.13,1287.0,18.6,0.4,250.0,88.0,740.0,2021-07-01,143.8009523809524
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
0.3,7.41,1246.0,20.2,0.4,295.0,63.0,688.0,2021-07-01,140.35495238095243
0.3,7.2,1790.0,17.8,0.4,511.0,112.0,996.0,2021-07-01,178.75228571428573
5.9,7.66,612.0,10.8,0.4,125.0,68.0,344.0,2021-07-01,98.5124761904762
5.8,6.4,602.0,15.0,0.4,160.0,4.0,338.0,2021-07-01,100.3144761904762
5.9,6.89,801.0,12.0,0.4,172.25,8.0,448.0,2021-07-01,109.0894761904762
6.0,6.47,914.0,11.0,0.4,190.48,7.0,512.0,2021-07-01,114.50914285714285
6.0,6.67,956.0,16.0,0.4,224.0,9.0,536.0,2021-07-01,126.5927619047619
3.0,7.39,344.0,4.2,0.4,170.0,18.0,198.0,2021-07-01,62.37019047619049
1.2,7.79,969.0,7.8,0.4,381.0,54.0,551.0,2021-07-01,110.26942857142856
0.3,7.33,1354.0,12.4,0.4,260.0,112.0,820.0,2021-07-01,138.96857142857144
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
0.3,7.18,1045.0,14.2,0.4,310.0,74.0,640.0,2021-07-01,122.4395238095238
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
0.3,7.39,1350.0,10.8,0.4,270.0,120.0,805.0,2021-07-01,136.38285714285715
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
3.6,7.49,522.0,16.6,0.4,130.0,42.0,320.0,2021-07-01,95.72333333333334
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
3.2,7.27,940.0,15.6,0.4,225.0,68.0,520.0,2021-07-01,120.64428571428574
4.0,7.28,1176.0,32.0,0.4,260.0,79.0,648.0,2021-07-01,164.89400000000003
0.3,7.22,1435.0,15.6,0.4,340.0,92.0,796.0,2021-07-01,147.13038095238096
2.1,7.66,721.0,8.8,0.4,165.0,60.0,420.0,2021-07-01,92.7604761904762
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
3.8,7.52,881.0,8.8,0.4,222.0,45.0,558.0,2021-07-01,110.46447619047619
1.4,8.13,1191.0,6.6,0.4,345.0,86.0,774.0,2021-07-01,127.95438095238096
0.3,7.96,790.0,9.8,0.4,198.0,64.0,440.0,2021-07-01,94.29190476190479
3.1,8.13,869.0,6.8,0.4,270.0,42.0,480.0,2021-07-01,103.54571428571428
0.3,7.5,880.0,8.2,0.4,200.0,58.0,492.0,2021-07-01,96.27171428571428
3.0,8.5,840.0,8.2,0.4,250.0,48.0,480.0,2021-07-01,104.75047619047619
0.3,7.43,1119.0,13.0,0.4,315.0,64.0,680.0,2021-07-01,124.9657142857143
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
0.3,7.53,1795.0,17.7,0.4,397.0,130.0,994.0,2021-07-01,176.28152380952383
1.2,7.55,1319.0,10.2,0.4,303.0,110.0,728.0,2021-07-01,134.0949523809524
0.3,7.24,1295.0,18.5,0.4,300.0,86.0,780.0,2021-07-01,144.73380952380955
0.3,8.13,1370.0,12.2,0.4,350.0,100.0,816.0,2021-07-01,142.64704761904764
0.3,7.45,1280.0,18.6,0.4,280.0,102.0,780.0,2021-07-01,144.85714285714286
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
0.3,7.36,975.0,19.2,0.4,246.0,60.0,604.0,2021-07-01,123.82771428571426
0.3,7.55,1344.0,18.6,0.4,275.0,106.0,800.0,2021-07-01,148.1409523809524
3.2,7.47,391.0,9.0,0.4,140.0,24.0,254.0,2021-07-01,74.2972380952381
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
3.5,7.66,911.0,6.8,0.4,197.0,98.0,592.0,2021-07-01,111.08314285714287
2.0,7.46,1406.0,16.8,0.4,355.0,110.0,887.0,2021-07-01,159.04552380952381
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
1.1,7.16,599.0,5.7,0.4,195.0,30.0,340.0,2021-07-01,75.7747619047619
2.0,7.35,762.0,10.4,0.4,145.0,70.0,496.0,2021-07-01,99.39800000000001
1.9,7.67,976.0,23.0,0.4,215.0,80.0,540.0,2021-07-01,131.85619047619048
0.3,7.09,980.0,15.6,0.4,390.0,38.0,544.0,2021-07-01,118.63009523809525
0.3,7.2,1083.0,28.4,0.4,265.0,98.0,682.0,2021-07-01,148.17361904761904
0.3,7.5,852.0,14.8,0.4,245.0,68.0,546.0,2021-07-01,110.49038095238095
1.3,7.28,1056.0,11.2,0.4,290.0,90.0,668.0,2021-07-01,122.47400000000002
0.3,7.17,1102.0,18.6,0.4,250.0,80.0,640.0,2021-07-01,129.66380952380953
0.3,7.33,1101.0,22.2,0.4,290.0,78.0,640.0,2021-07-01,136.87523809523807
0.3,7.7,912.0,11.8,0.4,210.0,75.0,540.0,2021-07-01,106.89999999999999
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2021-07-01,132.91828571428573
6.5,7.5,703.0,7.0,0.4,280.0,14.0,398.0,2022-07-01,101.97304761904763
6.1,7.47,823.0,9.0,0.4,280.0,17.0,470.0,2022-07-01,111.59857142857142
6.2,7.52,495.0,6.0,0.4,280.0,15.0,278.0,2022-07-01,86.91114285714285
6.0,7.33,1084.0,8.0,0.4,280.0,28.0,620.0,2022-07-01,125.9452380952381
6.0,8.59,420.0,4.6,0.4,280.0,22.0,252.0,2022-07-01,82.38790476190476
6.0,8.19,426.0,5.2,0.4,280.0,32.0,248.0,2022-07-01,83.22733333333335
4.7,8.44,953.0,6.8,0.4,280.0,54.0,582.0,2022-07-01,117.19552380952382
5.8,8.36,637.0,6.8,0.4,280.0,38.0,402.0,2022-07-01,100.21314285714287
5.2,7.98,681.0,7.2,0.4,280.0,46.0,408.0,2022-07-01,100.71066666666668
6.0,8.26,692.0,5.2,0.4,280.0,46.0,428.0,2022-07-01,101.54400000000001
6.0,8.08,673.0,5.8,0.4,280.0,38.0,418.0,2022-07-01,100.70780952380953
6.1,8.31,330.0,12.3,0.4,280.0,24.0,198.0,2022-07-01,89.05923809523811
6.1,7.94,156.0,10.2,0.4,280.0,12.0,90.0,2022-07-01,73.53380952380955
6.2,7.88,155.0,10.8,0.4,280.0,10.0,88.0,2022-07-01,74.45352380952383
6.1,7.7,219.0,10.8,0.4,280.0,14.0,130.0,2022-07-01,78.2366666666667
5.9,7.69,226.0,12.2,0.4,280.0,20.0,140.0,2022-07-01,80.90761904761908
6.0,7.64,288.0,12.4,0.4,280.0,18.0,166.0,2022-07-01,84.64704761904763
6.0,8.43,422.0,4.8,0.4,280.0,22.0,256.0,2022-07-01,82.71514285714287
3.8,7.62,986.0,10.2,0.4,280.0,38.0,602.0,2022-07-01,120.0569523809524
4.8,8.33,772.0,9.6,0.4,280.0,39.0,464.0,2022-07-01,109.33866666666667
6.0,8.07,262.0,17.8,0.4,280.0,21.0,158.0,2022-07-01,92.86209523809524
5.8,8.04,481.0,8.8,0.4,280.0,28.0,294.0,2022-07-01,92.02628571428573
6.6,7.76,498.0,10.0,0.4,280.0,6.0,284.0,2022-07-01,94.75961904761905
6.2,7.3,465.0,14.0,0.4,280.0,8.0,264.0,2022-07-01,97.34342857142859
5.8,7.45,610.0,12.0,0.4,280.0,9.0,348.0,2022-07-01,102.16114285714286
6.1,7.15,709.0,10.0,0.4,280.0,8.0,400.0,2022-07-01,105.08571428571429
5.9,7.39,772.0,14.0,0.4,280.0,9.0,440.0,2022-07-01,115.36619047619048
2.7,7.62,1050.0,17.0,0.4,280.0,16.0,596.0,2022-07-01,128.56561904761907
6.4,6.98,923.0,11.0,0.4,280.0,14.0,520.0,2022-07-01,120.46190476190478
5.8,7.77,495.0,13.6,0.4,280.0,28.0,292.0,2022-07-01,99.65266666666668
6.0,8.24,605.0,12.4,0.4,280.0,35.0,356.0,2022-07-01,106.12657142857142
6.1,7.74,504.0,15.7,0.4,280.0,35.0,298.0,2022-07-01,104.75352380952381
6.0,8.69,1293.0,4.8,0.4,280.0,92.0,788.0,2022-07-01,141.19304761904763
6.0,8.77,1285.0,3.2,0.4,280.0,96.0,796.0,2022-07-01,139.07609523809523
6.1,8.74,1290.0,9.2,0.4,280.0,102.0,798.0,2022-07-01,149.47495238095237
6.1,8.2,908.0,16.0,0.4,280.0,19.0,462.0,2022-07-01,126.49504761904763
6.0,7.9,754.0,13.0,0.4,280.0,12.0,464.0,2022-07-01,115.55295238095238
5.8,8.02,1290.0,10.0,0.4,280.0,17.0,750.0,2022-07-01,142.21952380952382
6.0,8.13,1297.0,15.0,0.4,280.0,18.0,730.0,2022-07-01,150.28238095238095
6.2,7.53,577.0,17.6,0.4,280.0,44.0,356.0,2022-07-01,113.4141904761905
5.8,7.96,503.0,10.8,0.4,280.0,40.0,302.0,2022-07-01,96.81790476190479
5.9,7.85,913.0,12.0,0.4,280.0,15.0,508.0,2022-07-01,121.15304761904764
5.7,7.7,820.0,8.0,0.4,280.0,19.0,640.0,2022-07-01,117.38666666666666
6.2,7.9,900.0,14.0,0.4,280.0,16.0,590.0,2022-07-01,128.8342857142857
0.3,7.12,1004.0,11.7,1.68,280.0,64.0,660.0,2022-07-01,142.03857142857143
0.3,7.16,826.0,13.8,0.52,280.0,74.0,520.0,2022-07-01,110.10809523809525
0.3,7.23,837.0,14.2,0.48,280.0,72.0,526.0,2022-07-01,110.6127619047619
0.3,7.63,1323.0,16.3,1.49,280.0,78.0,802.0,2022-07-01,164.54933333333332
0.3,7.3,838.0,10.8,0.67,280.0,72.0,540.0,2022-07-01,109.78809523809525
0.3,7.38,970.0,18.2,1.7,280.0,72.0,630.0,2022-07-01,151.07380952380953
0.3,7.81,1063.0,8.0,0.48,280.0,62.0,680.0,2022-07-01,116.02952380952382
5.7,7.3,1388.0,15.0,0.4,280.0,35.0,950.0,2022-07-01,162.57142857142858
6.1,7.41,1385.0,16.0,0.4,280.0,33.0,942.0,2022-07-01,164.89361904761904
6.4,7.55,1425.0,19.0,0.4,280.0,31.0,927.0,2022-07-01,171.2769523809524
6.0,7.85,1183.0,14.0,0.4,280.0,24.0,708.0,2022-07-01,143.68638095238094
6.3,7.68,927.0,12.0,0.4,280.0,20.0,624.0,2022-07-01,128.3039047619048
6.2,8.07,418.0,10.2,0.4,280.0,29.0,258.0,2022-07-01,91.66876190476192
5.8,8.08,130.0,10.6,0.4,280.0,10.0,74.0,2022-07-01,71.80914285714286
5.6,7.46,1860.0,20.0,0.4,280.0,39.0,1242.0,2022-07-01,200.48885714285714
0.3,7.16,4500.0,17.8,3.23,280.0,412.0,2832.0,2022-07-01,421.05076190476194
4.6,7.12,6360.0,185.0,0.4,280.0,157.0,4773.0,2022-07-01,786.5092380952382
5.3,7.4,2670.0,15.0,0.4,280.0,43.0,1794.0,2022-07-01,245.24057142857143
5.4,7.12,2020.0,20.0,0.4,280.0,32.0,1318.0,2022-07-01,208.0192380952381
4.5,7.22,5820.0,24.0,0.4,280.0,84.0,3631.0,2022-07-01,452.31704761904757
5.4,7.18,2770.0,15.0,0.4,280.0,68.0,1948.0,2022-07-01,257.1535238095238
5.7,7.34,1683.0,18.0,0.4,280.0,52.0,1012.0,2022-07-01,181.09361904761906
5.8,7.4,1987.0,24.0,0.4,280.0,66.0,1269.0,2022-07-01,214.24057142857143
5.3,7.62,1810.0,12.0,0.4,280.0,72.0,1277.0,2022-07-01,188.75361904761905
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
6.2,7.98,507.0,11.5,0.4,280.0,41.0,304.0,2022-07-01,99.38200000000002
5.9,7.57,618.0,14.8,0.4,280.0,52.0,376.0,2022-07-01,110.87371428571431
2.2,7.41,741.0,10.4,0.68,280.0,68.0,428.0,2022-07-01,106.09495238095239
4.2,7.92,1446.0,13.6,0.4,280.0,120.0,882.0,2022-07-01,159.97504761904761
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
2.2,7.75,1156.0,9.2,0.68,280.0,80.0,692.0,2022-07-01,131.81457142857144
5.2,8.32,1234.0,16.0,0.4,280.0,15.0,724.0,2022-07-01,147.37628571428573
6.4,7.91,291.0,9.8,0.4,280.0,16.0,170.0,2022-07-01,82.2366666666667
6.2,8.3,294.0,11.8,0.4,280.0,16.0,180.0,2022-07-01,86.06285714285717
4.0,8.73,1082.0,2.8,0.4,280.0,94.0,672.0,2022-07-01,119.88790476190476
5.2,7.96,508.0,8.3,0.4,280.0,43.0,314.0,2022-07-01,92.01057142857142
3.6,8.32,1156.0,4.8,0.91,280.0,114.0,728.0,2022-07-01,137.6649523809524
3.8,7.79,378.0,6.7,0.4,280.0,37.0,220.0,2022-07-01,76.07142857142858
0.3,7.73,4600.0,6.0,2.01,280.0,448.0,2852.0,2022-07-01,384.75980952380957
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,8.02,1608.0,6.2,1.66,280.0,132.0,996.0,2022-07-01,173.91419047619047
4.7,7.56,3010.0,21.0,0.4,280.0,136.0,2220.0,2022-07-01,289.8233333333334
5.3,7.2,1180.0,24.0,0.4,280.0,20.0,720.0,2022-07-01,156.95761904761903
5.5,7.32,650.0,23.0,0.4,280.0,11.0,369.0,2022-07-01,121.14819047619048
0.9,8.03,1358.0,8.2,0.58,280.0,94.0,842.0,2022-07-01,139.60457142857143
4.7,7.4,4010.0,27.0,0.4,280.0,102.0,2431.0,2022-07-01,340.9332380952381
5.3,7.11,1556.0,18.0,0.4,280.0,39.0,944.0,2022-07-01,171.45152380952382
5.2,7.42,1391.0,10.0,0.4,280.0,25.0,762.0,2022-07-01,143.91933333333333
5.7,7.13,1791.0,14.0,0.4,280.0,28.0,1100.0,2022-07-01,180.98761904761903
5.6,7.46,1380.0,15.0,0.4,280.0,21.0,845.0,2022-07-01,156.53285714285713
5.0,8.21,737.0,7.6,0.4,280.0,63.0,456.0,2022-07-01,106.16609523809527
2.0,8.36,878.0,5.2,0.67,280.0,88.0,526.0,2022-07-01,108.77180952380954
0.3,7.58,1545.0,8.0,1.99,280.0,149.0,942.0,2022-07-01,178.8607619047619
6.0,7.63,105.0,7.6,0.4,280.0,6.0,64.0,2022-07-01,65.35533333333333
6.2,6.79,468.0,12.0,0.4,280.0,9.0,286.0,2022-07-01,94.54800000000002
6.0,7.17,1590.0,10.0,0.4,280.0,13.0,958.0,2022-07-01,161.2344761904762
0.3,7.73,1114.0,7.3,1.96,280.0,76.0,690.0,2022-07-01,147.26380952380953
4.2,8.09,709.0,8.6,1.41,280.0,42.0,418.0,2022-07-01,121.7035238095238
6.2,7.75,152.0,10.8,0.4,280.0,12.0,90.0,2022-07-01,74.34523809523812
6.2,8.0,131.0,11.8,0.4,280.0,7.0,76.0,2022-07-01,74.71609523809525
3.2,7.84,1022.0,10.8,1.42,280.0,62.0,632.0,2022-07-01,143.90266666666668
6.3,7.35,836.0,15.0,0.4,280.0,12.0,503.0,2022-07-01,123.34400000000001
2.2,7.64,1105.0,11.5,0.56,280.0,98.0,648.0,2022-07-01,130.0097142857143
1.0,7.3,827.0,9.6,1.49,280.0,69.0,478.0,2022-07-01,122.7587619047619
1.2,7.39,1209.0,7.8,1.72,280.0,109.0,724.0,2022-07-01,151.7281904761905
2.0,7.15,721.0,13.2,0.66,280.0,66.0,424.0,2022-07-01,108.24104761904762
1.2,7.08,782.0,11.8,1.7,280.0,63.0,484.0,2022-07-01,129.1877142857143
2.0,7.34,591.0,10.2,1.42,280.0,40.0,366.0,2022-07-01,110.5222857142857
1.8,7.54,749.0,9.8,1.98,280.0,59.0,456.0,2022-07-01,131.36657142857143
2.2,7.46,950.0,8.7,0.4,280.0,88.0,578.0,2022-07-01,113.02019047619049
2.4,6.75,684.0,7.2,0.67,280.0,66.0,416.0,2022-07-01,97.7284761904762
1.2,7.49,988.0,9.6,1.72,280.0,79.0,612.0,2022-07-01,140.52266666666668
0.3,7.43,1134.0,10.2,1.65,280.0,98.0,692.0,2022-07-01,147.09504761904762
0.3,6.82,805.0,12.4,1.48,280.0,71.0,490.0,2022-07-01,124.24380952380953
1.2,7.82,1431.0,10.4,0.52,280.0,96.0,886.0,2022-07-01,147.08990476190476
0.3,7.63,768.0,17.0,0.58,280.0,56.0,454.0,2022-07-01,111.16533333333334
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.55,871.0,10.0,0.67,280.0,69.0,512.0,2022-07-01,108.50695238095238
6.2,7.62,893.0,18.0,0.4,280.0,14.0,564.0,2022-07-01,133.2129523809524
0.3,7.55,1024.0,7.6,0.42,280.0,82.0,634.0,2022-07-01,111.27295238095239
0.3,7.56,1999.0,8.72,2.42,280.0,188.0,1238.0,2022-07-01,219.87266666666665
2.8,7.41,883.0,12.0,1.95,280.0,71.0,528.0,2022-07-01,145.43828571428574
2.4,7.6,826.0,8.8,1.4,280.0,40.0,520.0,2022-07-01,124.64952380952381
3.2,7.11,575.0,6.8,0.4,280.0,51.0,352.0,2022-07-01,87.06552380952381
3.8,7.18,727.0,9.8,0.4,280.0,62.0,448.0,2022-07-01,103.90019047619047
0.3,7.49,1376.0,7.2,0.72,280.0,112.0,866.0,2022-07-01,140.90800000000002
3.6,7.57,634.0,5.7,0.4,280.0,41.0,398.0,2022-07-01,90.83638095238096
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.45,1272.0,10.0,0.72,280.0,106.0,802.0,2022-07-01,138.4864761904762
0.3,7.55,1386.0,8.8,1.84,280.0,98.0,858.0,2022-07-01,165.21161904761905
0.3,7.25,1980.0,7.2,3.16,280.0,188.0,1248.0,2022-07-01,231.6001904761905
5.8,7.8,591.0,7.2,0.4,280.0,42.0,360.0,2022-07-01,96.62380952380953
6.1,7.07,571.0,14.0,0.4,280.0,11.0,367.0,2022-07-01,105.326
6.0,7.63,1109.0,18.0,0.4,280.0,14.0,650.0,2022-07-01,143.99
6.2,7.15,1018.0,20.0,0.4,280.0,12.0,594.0,2022-07-01,141.18104761904763
6.1,7.5,911.0,12.0,0.4,280.0,15.0,592.0,2022-07-01,125.13504761904761
2.0,7.44,430.0,8.6,0.4,280.0,29.0,248.0,2022-07-01,76.1387619047619
0.3,7.05,799.0,7.0,0.89,280.0,58.0,502.0,2022-07-01,103.89123809523811
0.3,7.39,1236.0,6.8,1.93,280.0,98.0,742.0,2022-07-01,152.99219047619047
0.3,7.12,1166.0,7.6,0.4,280.0,88.0,734.0,2022-07-01,120.03057142857143
0.3,7.4,917.0,6.8,0.52,280.0,78.0,560.0,2022-07-01,104.43857142857142
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.41,1203.0,8.6,1.98,280.0,91.0,716.0,2022-07-01,154.20561904761905
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
2.5,7.62,584.0,8.6,0.4,280.0,43.0,352.0,2022-07-01,88.66361904761905
0.3,7.23,1396.0,10.8,2.38,280.0,115.0,864.0,2022-07-01,180.18009523809525
0.3,7.32,1089.0,8.8,1.69,280.0,86.0,664.0,2022-07-01,142.0381904761905
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.48,1469.0,8.0,1.65,280.0,120.0,896.0,2022-07-01,165.7122857142857
0.3,7.06,816.0,10.8,0.4,280.0,78.0,514.0,2022-07-01,102.32961904761906
0.9,7.52,998.0,8.1,0.49,280.0,87.0,618.0,2022-07-01,113.74114285714285
0.3,7.92,2128.0,4.86,3.86,280.0,194.0,1318.0,2022-07-01,251.50238095238095
0.3,7.79,1243.0,7.26,2.08,280.0,116.0,782.0,2022-07-01,160.41009523809527
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
1.0,7.37,1332.0,7.2,1.62,280.0,106.0,798.0,2022-07-01,155.67209523809524
0.3,7.75,1176.0,8.06,1.84,280.0,82.0,706.0,2022-07-01,149.24590476190477
3.2,8.02,1047.0,6.6,0.49,280.0,94.0,638.0,2022-07-01,121.58685714285716
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
3.8,7.4,537.0,10.6,0.4,280.0,28.0,310.0,2022-07-01,90.86857142857143
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.53,1732.0,7.2,2.54,280.0,163.0,1056.0,2022-07-01,200.90752380952378
0.3,7.54,1535.0,6.2,2.39,280.0,124.0,936.0,2022-07-01,182.0465714285714
0.3,7.35,1402.0,8.0,0.47,280.0,106.0,868.0,2022-07-01,137.63066666666666
3.1,8.38,1369.0,7.2,1.66,280.0,127.0,846.0,2022-07-01,168.59657142857142
0.3,7.38,1086.0,9.6,1.61,280.0,89.0,672.0,2022-07-01,142.2464761904762
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
2.2,7.38,873.0,5.9,0.48,280.0,67.0,532.0,2022-07-01,104.18980952380954
0.3,7.32,1037.0,8.2,2.55,280.0,82.0,624.0,2022-07-01,154.42485714285715
4.1,7.6,599.0,6.8,0.4,280.0,46.0,346.0,2022-07-01,90.64752380952382
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.59,1552.0,7.3,1.96,280.0,162.0,980.0,2022-07-01,179.8638095238095
0.3,7.1,1092.0,8.9,1.43,280.0,93.0,668.0,2022-07-01,137.2944761904762
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
3.2,7.64,637.0,7.8,0.4,280.0,38.0,388.0,2022-07-01,92.64304761904762
2.5,7.36,956.0,8.6,1.32,280.0,92.0,602.0,2022-07-01,133.50504761904762
2.2,7.81,883.0,7.4,0.58,280.0,88.0,546.0,2022-07-01,111.32085714285715
2.7,7.65,580.0,6.6,0.4,280.0,28.0,342.0,2022-07-01,84.71409523809524
0.3,7.33,1114.0,8.6,0.67,280.0,92.0,668.0,2022-07-01,122.65923809523811
2.0,7.97,879.0,7.2,0.48,280.0,82.0,528.0,2022-07-01,107.38828571428573
1.0,7.3,1174.0,8.0,0.91,280.0,111.0,716.0,2022-07-01,133.68942857142858
0.3,7.36,1185.0,7.8,0.68,280.0,106.0,746.0,2022-07-01,128.43704761904763
0.3,7.53,930.0,7.8,1.75,280.0,76.0,578.0,2022-07-01,132.04019047619047
0.3,7.47,1119.0,7.8,1.68,280.0,78.0,672.0,2022-07-01,141.45790476190473
4.2,7.73,456.0,6.0,0.4,280.0,32.0,264.0,2022-07-01,80.45247619047622
0.3,7.38,1277.0,14.4,0.68,280.0,112.0,752.0,2022-07-01,142.68314285714285
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.04,1061.0,6.6,0.58,280.0,88.0,648.0,2022-07-01,114.27685714285715
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.62,1049.0,10.2,0.58,280.0,79.0,652.0,2022-07-01,120.2902857142857
0.3,7.28,723.0,5.4,0.4,280.0,58.0,420.0,2022-07-01,85.42333333333335
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.9,7.45,1001.0,6.6,0.48,280.0,76.0,596.0,2022-07-01,109.52514285714288
0.3,7.66,1055.0,9.2,1.71,280.0,82.0,654.0,2022-07-01,141.79914285714287
0.3,7.52,951.0,7.2,0.67,280.0,63.0,588.0,2022-07-01,109.99447619047619
0.3,7.71,1423.0,8.5,1.71,280.0,128.0,882.0,2022-07-01,166.26838095238094
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
4.1,7.9,505.0,6.6,0.4,280.0,26.0,314.0,2022-07-01,85.12961904761904
0.3,7.39,1210.0,6.8,1.61,280.0,94.0,726.0,2022-07-01,144.7575238095238
0.3,7.66,1930.0,9.7,4.38,280.0,152.0,1214.0,2022-07-01,255.54580952380954
2.9,6.83,632.0,11.2,0.92,280.0,52.0,372.0,2022-07-01,106.12552380952383
0.3,7.26,1728.0,17.4,3.96,280.0,142.0,1054.0,2022-07-01,243.92390476190477
0.3,7.84,1979.0,10.2,4.05,280.0,205.0,1186.0,2022-07-01,252.968
0.3,7.8,3330.0,8.8,3.82,280.0,152.0,2032.0,2022-07-01,329.05647619047625
0.3,7.68,1287.0,5.8,0.64,280.0,114.0,786.0,2022-07-01,130.65990476190476
4.6,7.48,1096.0,12.0,0.4,280.0,60.0,668.0,2022-07-01,132.91828571428573
0.3,7.42,1470.0,8.7,2.54,280.0,142.0,866.0,2022-07-01,184.23133333333334
0.3,7.29,1374.0,8.6,1.42,280.0,136.0,810.0,2022-07-01,155.27904761904762
6.5,7.1,1096.0,3.6,0.4,300.0,96.0,516.0,2023-07-01,119.43514285714285
7.0,7.34,1096.0,4.2,0.4,225.0,51.0,408.0,2023-07-01,112.25495238095237
6.5,6.92,1096.0,3.0,0.4,189.96,40.0,364.8,2023-07-01,104.46668571428572
6.2,7.53,1096.0,4.4,0.4,220.0,37.0,455.0,2023-07-01,111.99619047619049
6.2,7.7,1096.0,5.0,0.4,154.0,32.0,362.0,2023-07-01,106.30933333333334
6.2,7.83,1096.0,4.0,0.4,160.0,30.0,386.0,2023-07-01,106.16561904761906
